COU,Country,VAR,Indicator,YEAR,Year,Value,Flag Codes,Flags
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2011,2011,5.999444727,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2012,2012,6.439920018,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2013,2013,9.321573871,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2014,2014,9.361756351,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2015,2015,9.769326269,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2016,2016,9.720906715,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2017,2017,9.203414555,,
BLR,Belarus,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2018,2018,8.799674692,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2013,2013,0.534238808,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2014,2014,0.595403562,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2015,2015,0.648577006,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2016,2016,0.690254985,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2017,2017,0.717123951,,
BLR,Belarus,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2018,2018,0.775496734,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2000,2000,226.5355055,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2001,2001,171.5929472,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2016,2016,23.46849951,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2017,2017,20.83127543,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2018,2018,18.82359947,,
BLR,Belarus,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2019,2019,17.43790569,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2000,2000,0.236482187,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2001,2001,0.213525662,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2016,2016,0.117875703,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2017,2017,0.120021932,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2018,2018,0.119154333,,
BLR,Belarus,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2019,2019,0.116194859,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2000,2000,103.3875535,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2001,2001,106.8580754,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2002,2002,97.68366936,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2003,2003,81.37140148,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2004,2004,72.68611151,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2005,2005,67.61652734,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2006,2006,64.8724153,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2007,2007,58.02572602,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2008,2008,52.96079516,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2009,2009,54.91730981,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2010,2010,53.79786224,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2011,2011,48.74299073,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2012,2012,49.77397528,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2013,2013,46.39702936,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2014,2014,45.60608059,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2015,2015,56.46611716,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2016,2016,54.1701358,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2017,2017,50.02994742,,
BEL,Belgium,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2018,2018,46.62903943,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2000,2000,2.388137544,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2001,2001,2.45934641,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2002,2002,2.442696524,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2003,2003,2.494457135,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2004,2004,2.575224757,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2005,2005,2.488944772,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2006,2006,2.510892914,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2007,2007,2.571653162,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2008,2008,2.558185161,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2009,2009,2.45811376,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2010,2010,2.377055626,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2011,2011,2.310932498,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2012,2012,2.223431727,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2013,2013,2.169430419,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2014,2014,2.178332664,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2015,2015,2.315580375,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2016,2016,2.276602089,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2017,2017,2.215750498,,
BEL,Belgium,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2018,2018,2.214473914,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2000,2000,21.47403951,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2001,2001,21.92549113,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2002,2002,23.40118045,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2003,2003,22.99282956,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2004,2004,24.13688339,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2005,2005,24.22128654,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2006,2006,25.096067,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2007,2007,26.92171391,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2008,2008,26.36941013,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2009,2009,27.39619381,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2010,2010,24.92943703,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2011,2011,27.48538814,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2012,2012,26.75122423,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2013,2013,25.73596206,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2014,2014,27.89986488,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2015,2015,28.11739223,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2016,2016,28.07499838,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2017,2017,27.85718454,,
BEL,Belgium,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2018,2018,27.75400707,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2000,2000,95.53612447,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2001,2001,95.91975552,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2002,2002,96.30418285,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2003,2003,96.04614938,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2004,2004,96.58350092,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2005,2005,96.68308353,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2006,2006,97.59299988,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2007,2007,97.55329935,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2008,2008,97.61362232,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2009,2009,97.95286244,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2010,2010,96.91423134,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2011,2011,97.03797331,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2012,2012,97.17040814,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2013,2013,97.1651815,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2014,2014,97.64884012,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2015,2015,97.64812388,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2016,2016,97.68216545,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2017,2017,97.61001919,,
BEL,Belgium,IND-ENE-ROAD,Share of CO2 emissions from road in total CO2 emissions from transport,2018,2018,97.57686976,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2000,2000,0.051533011,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2001,2001,0.05108656,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2002,2002,0.051212649,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2003,2003,0.065375414,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2004,2004,0.046991497,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2005,2005,0.038917669,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2006,2006,0.040645966,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2007,2007,0.042769394,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2008,2008,0.049393947,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2009,2009,0.048675519,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2010,2010,0.055815935,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2011,2011,0.059085763,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2012,2012,0.053556305,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2013,2013,0.048278455,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2014,2014,0.046610863,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2015,2015,0.03534395,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2016,2016,0.028615576,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2017,2017,0.029288407,,
BEL,Belgium,IND-ENE-AVIA-DOM,Share of CO2 emissions from domestic aviation in total CO2 emissions from transport,2018,2018,0.029172201,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2000,2000,0.684679121,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2001,2001,0.583961595,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2002,2002,0.532784297,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2003,2003,0.501255292,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2004,2004,0.471673752,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2005,2005,0.503502609,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2006,2006,0.597131343,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2007,2007,0.616879071,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2008,2008,0.570313395,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2009,2009,0.450796804,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2010,2010,0.409522779,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2011,2011,0.403419494,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2012,2012,0.474223953,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2013,2013,0.372910582,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2014,2014,0.277953258,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2015,2015,0.25755079,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2016,2016,0.26063743,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2017,2017,0.266765728,,
BEL,Belgium,IND-ENE-RAIL,Share of CO2 emissions from rail in total CO2 emissions from transport,2018,2018,0.265707296,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2010,2010,0.739626773,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2011,2011,0.678514057,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2012,2012,0.490882855,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2013,2013,0.523053768,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2014,2014,0.24075385,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2015,2015,0.391116216,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2016,2016,0.299374283,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2017,2017,0.266448325,,
BEL,Belgium,IND-ENE-PIPE,Share of CO2 emissions from pipeline transport in total CO2 emissions from transport,2018,2018,0.398555016,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2000,2000,15.08402423,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2001,2001,14.56771579,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2002,2002,20.36302537,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2003,2003,21.33699313,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2004,2004,22.40632768,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2005,2005,22.89621986,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2006,2006,25.28117575,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2007,2007,29.41138685,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2008,2008,29.65500445,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2009,2009,23.31761727,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2010,2010,23.62767226,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2011,2011,23.50312516,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2012,2012,21.14116363,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2013,2013,21.13245939,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2014,2014,19.82743189,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2015,2015,20.08897274,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2016,2016,23.27958987,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2017,2017,26.66680924,,
BEL,Belgium,IND-ENE-MAR,Share of CO2 emissions from international maritime bunkers in total CO2 emissions,2018,2018,32.7841231,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2000,2000,3.964865982,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2001,2001,3.570047764,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2002,2002,3.165796998,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2003,2003,3.310500245,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2004,2004,3.28117646,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2005,2005,3.222208467,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2006,2006,3.430394327,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2007,2007,3.873861235,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2008,2008,4.092095316,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2009,2009,3.998672463,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2010,2010,3.962869122,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2011,2011,4.712710606,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2012,2012,4.3615357,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2013,2013,4.05111228,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2014,2014,4.550797419,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2015,2015,4.661706708,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2016,2016,4.688380842,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2017,2017,5.23202428,,
BEL,Belgium,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2018,2018,5.535235207,,
BEL,Belgium,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2006,2006,16.09269774,,
BEL,Belgium,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2006,2006,0.622869374,,
BEL,Belgium,IND-ENE-FUEL-VEH,Motor fuel deliveries in tonnes per road motor vehicle,2006,2006,1.051031835,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2000,2000,379.5571614,B,Break
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2001,2001,370.3356908,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2002,2002,307.069503,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2003,2003,245.5810158,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2004,2004,225.7265918,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2005,2005,205.3322445,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2006,2006,224.2420072,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2007,2007,193.1724621,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2008,2008,176.8675727,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2009,2009,198.1965565,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2010,2010,198.1357344,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2011,2011,182.7260956,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2012,2012,185.1593347,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2013,2013,154.9936288,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2014,2014,160.1744514,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2015,2015,191.1043433,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2016,2016,213.4472325,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2017,2017,208.2396256,,
BIH,Bosnia-Herzegovina,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2018,2018,185.35484,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2000,2000,0.557141814,B,Break
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2001,2001,0.5668998,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2002,2002,0.543222871,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2003,2003,0.546376788,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2004,2004,0.635356998,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2005,2005,0.61200516,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2006,2006,0.766138953,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2007,2007,0.810042612,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2008,2008,0.900423544,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2009,2009,0.934443773,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2010,2010,0.918436842,,
BIH,Bosnia-Herzegovina,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2011,2011,0.930517662,,
